nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_02_18,02_02_18,03_02_18,04_02_18,05_02_18,06_02_18,07_02_18,08_02_18,09_02_18,10_02_18,11_02_18,12_02_18,13_02_18,14_02_18,15_02_18,16_02_18,17_02_18,18_02_18,19_02_18,20_02_18,21_02_18,22_02_18,23_02_18,24_02_18,25_02_18,26_02_18,27_02_18,28_02_18,total
Ibicoara,,Ibicoara,Ibicoara,-13.408,-41.292,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibiaporã,PG-CL-01,Mundo Novo,Mundo Novo (Ibiaporã) - PG-CL-01,-12.054,-40.836999999999996,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,9.0,3.5,0.0,68.0,2.25,19.5,0.25,0.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
Marcionílio Souza,PG-CL-03,Marcionílio Souza,Marcionílio Souza - PG-CL-03,-13.0,-40.538000000000004,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,9.25,11.0,0.0,26.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.25,54.25
Tapiramutá,PG-PR-09,Tapiramutá,Tapiramutá - PG-PR-09,-11.839,-40.792,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,9.25,15.5,0.0,47.5,0.25,31.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,105.75
Ventura,PG-PR-10,Morro do Chapéu,Morro do Chapéu (Ventura) - PG-PR-10,-11.651,-40.952,Chapada Diamantina,RPGA do Rio Paraguaçu,1.25,0.0,25.25,5.5,21.5,0.0,58.25,1.25,12.5,4.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5
Bonito,PG-PR-11,Bonito,Bonito - PG-PR-11,-11.99,-41.254,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,6.0,16.25,22.75,0.0,4.5,0.5,50.5,0.0,2.75,1.25,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.25
Piatã,CO-CL-04,Piatã,Piatã - CO-CL-04,-13.164000000000001,-41.771,Chapada Diamantina,RPGA do Rio de Contas,1.0,0.5,16.25,23.0,23.25,4.3,0.1,8.75,17.5,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.5,6.5,12.75,0.0,0.0,0.0,4.0,11.25,1.75,4.25,0.0,0.0,140.4
Itaetê,291500701C,Itaetê,Itaetê - 291500701C,-13.029000000000002,-40.964,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.8,36.0,17.2,0.8,8.6,0.2,13.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,5.4,1.8,7.4,2.4,0.0,0.0,95.21
Curaçá,A448,Curaçá,Curaçá - A448,-9.001,-39.912,Nordeste,RPGA dos Rios Macururé e Curaçá,0.0,0.0,2.6,0.0,0.0,3.6,0.6,4.8,1.4,24.2,0.0,0.0,0.0,0.0,0.0,2.8,0.0,9.4,0.0,0.0,0.0,4.8,0.4,38.4,0.0,0.0,6.4,0.0,99.4
Cipó,83192,Cipó,Cipó - 83192,-11.083,-38.516999999999996,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,9.0,0.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41
Jacobina,83186,Jacobina,Jacobina - 83186,-11.173,-40.534,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,3.7,19.8,23.4,0.0,56.4,0.0,34.4,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,6.6,0.6,0.0,0.0,0.0,162.8
Monte Santo,83090,Monte Santo,Monte Santo - 83090,-10.443,-39.330999999999996,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.1,3.0,0.0,0.0,0.0,0.0,10.6
Serrinha,83190,Serrinha,Serrinha - 83190,-11.633,-38.967,Nordeste,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.3,0.0,0.0,12.3,0.0,0.0,0.0,1.7,0.4,4.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71
Conde,A431,Conde,Conde - A431,-12.036,-37.683,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.0,10.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,22.6
Uauá,A435,Uauá,Uauá - A435,-9.834,-39.496,Nordeste,RPGA do Rio Vaza-Barris,0.0,0.0,0.2,0.0,0.0,0.0,3.6,2.0,0.0,2.8,2.6,0.0,0.0,3.4,0.0,0.2,0.0,5.4,0.0,0.0,0.0,0.0,4.8,13.6,0.0,0.0,0.0,0.0,38.6
Jacobina,A440,Jacobina,Jacobina - A440,-11.205,-40.465,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,17.6,3.4,3.6,0.0,104.6,0.0,11.8,22.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,4.4,3.0,0.0,0.0,0.0,0.0,7.0,0.6,0.0,0.0,0.0,179.0
Senhor do Bonfim,A428,Senhor do Bonfim,Senhor do Bonfim - A428,-10.443,-40.148,Nordeste,RPGA do Rio Itapicuru,0.2,0.0,6.6,0.0,1.8,0.2,19.4,7.0,0.0,6.0,0.0,0.0,0.0,0.0,8.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,19.8,0.0,0.0,0.0,0.0,70.4
Pedras Altas,50430000,Capim Grosso,Capim Grosso (Pedras Altas) - 50430000,-11.183,-40.047,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.6,7.6,0.0,0.0,22.4,35.4,3.6,7.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,24.8,0.4,0.0,0.0,0.0,104.6
Ponto Novo,50380000,Ponto Novo,Ponto Novo - 50380000,-10.845,-40.113,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,1.2,15.0,0.0,0.0,57.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,3.4,0.0,0.0,0.0,0.0,10.0,99.4,0.0,0.0,0.0,0.0,186.8
Ipirá,PG-CL-02,Ipirá,Ipirá - PG-CL-02,-12.15,-39.765,Nordeste,RPGA do Rio Paraguaçu,0.0,0.0,0.0,1.75,0.25,3.5,5.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25
Riacho da Onça,IT-PR-15,Queimadas,Queimadas (Riacho da Onça) - IT-PR-15,-11.244000000000002,-39.79,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,81.5,0.0,0.0,5.25,0.75,0.0,6.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.25
Lamarão,291910801C,Lamarão,Lamarão - 291910801C,-11.812999999999999,-38.871,Nordeste,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
Aribicé,IT-PR-02,Euclides da Cunha,Euclides da Cunha (Aribicé) - IT-PR-02,-10.558,-38.793,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,2.5,0.0,3.5,0.0,17.25,0.0,0.0,0.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,48.0
BR 116 E. Cunha / Tucano,IT-PR-05,Quijingue,Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.71,-38.923,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.25,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,16.0,0.0,0.0,0.0,0.0,40.25
Crisópolis,IT-PR-08,Crisópolis,Crisópolis - IT-PR-08,-11.511,-38.121,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.25,11.25,4.25,5.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,24.0
Olindina,IT-PR-11,Olindina,Olindina - IT-PR-11,-11.344000000000001,-38.319,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,24.5,0.5,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,52.5
Itapicuru,IT-PR-12,Itapicuru,Itapicuru - IT-PR-12,-11.321,-38.225,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,25.25,0.25,6.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25
Jeremoabo,A450,Jeremoabo,Jeremoabo - A450,-10.081,-38.346,Nordeste,RPGA do Rio Vaza-Barris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.2,0.6,0.0,31.6,2.6,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,51.41
Itaberaba,291840701A,Juazeiro,Juazeiro (Itaberaba) - 291840701A,-9.448,-40.485,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,1.0,5.8,2.8,0.0,17.0,0.2,10.8,3.4,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,10.8,26.2,0.0,0.0,0.0,0.0,99.8
Maria Gorete,291840703A,Juazeiro,Juazeiro (Maria Gorete) - 291840703A,-9.42,-40.499,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.2,5.4,29.2,0.0,0.0,0.0,12.0,4.4,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.8,7.2,0.0,0.0,0.0,0.0,73.4
João Paulo II,291840704A,Juazeiro,Juazeiro (João Paulo II) - 291840704A,-9.471,-40.498000000000005,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,1.6,15.4,6.4,0.2,19.4,0.2,4.4,6.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,12.4,23.0,0.2,0.2,0.0,0.0,114.81
Lapão,291915701A,Lapão,Lapão - 291915701A,-11.38,-41.83,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,4.0,24.0,0.6,0.0,0.0,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,9.6,0.0,0.0,0.0,0.0,60.01
Irecê,83182,Irecê,Irecê - 83182,-11.3,-41.867,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,4.4,18.8,1.4,26.9,0.0,4.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,39.6,0.0,0.0,0.0,0.0,97.5
Remanso,82979,Remanso,Remanso - 82979,-9.633,-42.1,Norte,RPGA do Lago de Sobradinho,0.0,0.0,30.6,7.8,21.8,9.2,29.5,0.5,27.1,26.0,6.6,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.5,11.6,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.1
Delfino,A443,Umburanas,Umburanas (Delfino) - A443,-10.455,-41.207,Norte,RPGA do Rio Salitre,0.0,5.8,10.0,0.8,35.8,0.0,51.0,0.0,8.2,34.4,1.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,7.0,0.0,0.0,0.0,13.4,8.6,0.0,0.0,0.0,0.0,178.01
Remanso,A423,Remanso,Remanso - A423,-9.626,-42.077,Norte,RPGA do Lago de Sobradinho,0.0,0.0,31.0,8.8,23.4,9.2,29.0,0.8,27.4,25.0,6.8,0.0,0.0,0.0,0.0,1.4,0.0,0.0,3.4,11.8,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,180.21
Irecê,A424,Irecê,Irecê - A424,-11.329,-41.865,Norte,RPGA dos Rios Verde e Jacaré,0.0,1.8,0.0,7.0,17.0,1.8,11.4,0.4,3.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,36.6,0.0,0.0,0.0,0.0,81.4
Casa Nova,Faz. Santa Felicidade,Casa Nova,Casa Nova - Faz. Santa Felicidade,-9.333,-40.8,Norte,RPGA do Lago de Sobradinho,0.0,0.0,3.8,2.3,0.0,0.5,0.0,0.0,26.4,5.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,4.1,0.0,1.0,0.0,4.6,12.5,0.5,0.3,0.3,0.0,0.0,62.7
Juazeiro,Massaroca,Juazeiro,Juazeiro - Massaroca,-9.8,-40.233000000000004,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,9.3,11.6,15.0,0.0,55.6,0.0,0.0,13.8,18.5,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,127.1
Juazeiro,Santa Helena,Juazeiro,Juazeiro - Santa Helena,-9.567,-40.3,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,13.8,0.2,37.6,0.0,2.6,4.7,0.0,6.7,4.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0.0,0.0,0.0,3.7,10.2,0.2,0.0,0.0,0.0,84.9
Juazeiro,Salitre,Juazeiro,Juazeiro - Salitre,-9.5,-40.633,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,1.9,3.5,0.1,14.2,0.0,0.1,8.7,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0.0,0.0,0.0,3.7,10.2,0.2,0.0,0.0,0.0,56.01
Juazeiro,48020000,Juazeiro,Juazeiro - 48020000,-9.406,-40.504,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.2,3.4,32.4,0.0,0.2,0.4,32.4,14.4,13.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,10.8,0.0,1.4,1.4,12.2,0.0,0.0,0.0,0.0,125.01
Irecê,VJ-CL-01,Irecê,Irecê - VJ-CL-01,-11.289000000000001,-41.894,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,32.75,1.5,34.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.75,0.0,0.0,0.0,0.0,95.5
Juazeiro,Mandacaru,Juazeiro,Juazeiro - Mandacaru,-9.4,-40.433,Norte,RPGA dos Rios Macururé e Curaçá,0.0,3.3,5.8,0.3,0.0,8.6,1.5,14.5,10.4,12.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,16.3,16.0,33.8,0.0,0.0,0.0,0.0,124.8
Fazenda Dona Izeta,,Fazenda Dona Izeta,Fazenda Dona Izeta,-12.073,-45.49100000000001,Oeste,RPGA do Rio Grande,24.0,14.8,0.0,36.4,21.6,6.6,0.0,0.0,112.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.6,5.2,2.8,0.0,1.2,17.0,6.4,9.4,0.0,280.2
Fazenda Pró Café,,Fazenda Pró Café,Fazenda Pró Café,-12.161,-45.331,Oeste,RPGA do Rio Grande,17.6,11.8,15.4,50.8,35.6,2.2,0.2,0.0,55.4,5.2,0.2,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.0,32.8,4.2,9.8,23.6,20.0,13.2,0.2,0.2,301.2
Formosa do Rio Preto,A452,Formosa do Rio Preto,Formosa do Rio Preto - A452,-11.052,-45.201,Oeste,RPGA do Rio Grande,14.6,1.4,4.4,82.6,52.0,1.4,0.8,16.8,26.2,35.2,7.2,0.8,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,6.4,0.0,11.6,39.8,7.0,3.2,0.0,314.41
Barreiras,83236,Barreiras,Barreiras - 83236,-12.155999999999999,-45.008,Oeste,RPGA do Rio Grande,6.6,0.0,0.0,35.9,34.0,3.1,0.0,0.0,17.2,11.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,22.0,15.5,18.8,15.0,0.0,29.6,29.8,2.6,0.0,243.61
Correntina,83286,Correntina,Correntina - 83286,-13.332,-44.617,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.3,0.0,0.0,46.1,57.0,4.8,0.0,17.9,44.8,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7,2.4,0.0,0.0,49.3,0.0,0.0,304.3
Fazenda Diamantina,,Fazenda Diamantina,Fazenda Diamantina,-12.636,-46.153999999999996,Oeste,RPGA do Rio Grande,1.6,0.2,0.6,79.4,40.6,6.0,0.0,0.0,0.4,3.4,0.0,0.0,0.0,2.2,0.0,0.0,0.4,0.4,0.2,0.2,3.2,11.6,0.2,0.0,10.8,6.0,21.6,0.0,189.0
Form. Rio Preto,46550000,Barreiras,Barreiras (Form. Rio Preto) - 46550000,-11.154000000000002,-45.00899999999999,Oeste,RPGA do Rio Grande,5.1,1.4,0.0,36.5,38.2,4.1,0.0,0.0,20.8,1.0,0.0,2.2,0.0,1.1,0.0,0.0,0.5,0.0,0.6,5.0,32.7,0.0,23.3,0.0,35.4,26.2,3.0,0.0,237.1
Arrojado,45770000,Correntina,Correntina (Arrojado) - 45770000,-13.453,-44.568999999999996,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",1.4,2.0,0.0,53.6,63.0,6.8,0.0,4.2,17.8,44.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,4.8,0.0,0.0,0.0,3.2,0.0,211.4
Correntina,45590000,Correntina,Correntina - 45590000,-13.341,-44.638999999999996,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",1.2,0.4,0.0,42.6,72.8,6.4,0.2,17.4,79.2,33.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,25.4,19.8,0.2,0.0,52.6,0.8,0.0,352.8
Fazenda Redenção,46543000,Barreiras,Barreiras (Fazenda Redenção) - 46543000,-12.136,-45.103,Oeste,RPGA do Rio Grande,37.0,0.2,0.0,39.6,16.0,3.0,0.6,7.8,37.8,2.2,0.8,0.2,0.0,0.0,0.0,0.0,8.6,0.0,0.0,7.6,21.6,3.2,15.4,1.6,43.8,24.4,0.2,0.0,271.6
Mocambo,45740001,Correntina,Correntina (Mocambo) - 45740001,-13.286,-44.563,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",5.4,2.0,0.0,41.6,52.8,6.8,0.0,1.2,16.2,7.8,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,55.6,2.6,9.0,0.0,72.0,0.2,0.0,274.4
PCH Pres. Goulart-J,45600000,Correntina,Correntina (PCH Pres. Goulart-J) - 45600000,-13.334000000000001,-44.621,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",1.1,0.5,0.0,60.7,72.9,8.3,0.0,17.5,59.9,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1,0.8,0.0,0.0,63.9,0.0,0.0,387.71
Barreiras,A402,Barreiras,Barreiras - A402,-12.125,-45.027,Oeste,RPGA do Rio Grande,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,1.2,0.6,0.4,7.2,2.4,1.6,1.4,1.0,0.6,0.4,0.2,0.2,0.2,0.0,0.4,0.2,0.0,0.2,0.0,18.8
Luís Eduardo Magalhães,A404,Luís Eduardo Magalhães,Luís Eduardo Magalhães - A404,-12.152000000000001,-45.83,Oeste,RPGA do Rio Grande,2.6,2.2,1.4,0.6,0.8,1.0,0.4,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,11.8
Barra do Tapuio,,Barra do Tapuio,Barra do Tapuio,-11.095,-45.95,Oeste,RPGA do Rio Grande,9.4,5.8,0.2,32.8,50.0,23.8,6.0,5.0,16.0,45.4,0.2,2.2,0.2,0.0,8.0,0.2,2.8,0.0,0.2,0.0,12.6,37.4,0.8,0.2,11.2,3.0,0.4,0.2,274.0
J. Zoológico,A401,Salvador,Salvador (J. Zoológico) - A401,-13.005999999999998,-38.506,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.8,20.4,0.2,0.0,9.0,1.2,1.8,3.4,0.8,0.6,0.6,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,4.8,0.2,0.2,44.81
Cruz das Almas,A406,Cruz das Almas,Cruz das Almas - A406,-12.675,-39.09,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.0,43.6,5.0,0.2,0.0,0.0,0.0,0.0,0.4,2.0,0.0,0.2,2.4,9.6,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.01
Rio Ipitanga,291920704H,Lauro de Freitas,Lauro de Freitas (Rio Ipitanga) - 291920704H,-12.889000000000001,-38.321,Recôncavo,RPGA do Recôncavo Norte,1.0,0.0,0.0,1.4,0.0,9.4,10.0,1.6,19.2,0.0,0.0,0.0,0.0,2.4,1.8,0.8,3.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.8,1.2,0.0,64.8
Hidro,290570101H,Camaçari,Camaçari (Hidro) - 290570101H,-12.714,-38.339,Recôncavo,RPGA do Recôncavo Norte,0.0,2.0,0.0,3.6,3.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,1.0,0.2,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.4,3.0,0.0,35.6
